,,Table B,,,,,,,,,,
f4ef88a5-1e9e-4281-9729-609b7acd3188,USA TODAY Sports Weekly,USA Today,Print Magazine,Boating Magazines,182 ratings,182 ,9,17,4,,,
41d75993-cd46-4102-82e2-9e0e1d7d104d,Whisky Advocate,Shanken Communications,Print Magazine,Wine & Spirits (Magazine Subscriptions),188 ratings,188 ,22,39,4,,,
3656c3db-adb1-4364-a86f-9cea31bf5f2d,The English Garden,The Chelsea Magazine Company,Print Magazine,Farming Magazines,135 ratings,135 ,28,17,4,,,
1470c147-28cb-4edf-a4fa-278286834040,Grit,Ogden Publications Inc,Print Magazine,Gardening & Horticulture Magazines,304 ratings,304 ,22,34,4,,,
ec1db49c-4b6e-4cb5-8522-76d2797657f6,Cobblestone,Cricket Media,Print Magazine,Educational Children's Magazines,93 ratings,93 ,13,32,3,,,
7c04149b-ed58-4f43-93f8-f2507de9e8e5,Magnificat - English ed,Magnificat,Print Magazine,Christianity Magazines,225 ratings,225 ,10,22,4,,,
7f86c999-5dfe-4534-83b8-124f4ae57e0d,Young Rider,Eg Media Investments Llc,Print Magazine,Equestrian Magazines,230 ratings,230 ,24,20,4,,,
d32a920c-5d0d-488c-a2a2-a86bd28f02f4,Good Old Days,Annies Publishing,Print Magazine,History Trade Journals,226 ratings,226 ,17,22,4,,,
71e845d3-b518-4b67-b794-6ccc08ebf5db,World of Interiors,Conde Nast Publications Ltd,Print Magazine,Farming Magazines,84 ratings,84 ,27,17,3,,,
2673fd60-767b-4cb9-8df8-20a876a5d5d8,Sound & Vision,Avtech Media Americas Inc,Print Magazine,Electronics Magazines,368 ratings,368 ,25,21,4,,,
6557cc56-2f40-4395-8d5a-4f89c4d358c3,VegNews Magazine,VegNews,Print Magazine,"Cooking, Food & Wine Magazines",146 ratings,146 ,7,30,4,,,
0f965751-cc8c-42cb-9160-edf81587b091,Astronomy,Kalmbach Publ Co,Print Magazine,Astronomy Magazines,333 ratings,333 ,16,19,4,,,
2ef472f5-6aca-4c78-9722-0accd4321a83,This Old House,NA,Print Magazine,Home Decorating Magazines,67 ratings,67 ,2,25,3,,,
f3ea54fe-78cb-45ef-8fff-9fa765c20a04,Bridal Guide,RFP LLC,Print Magazine,Bridal & Wedding Magazines,155 ratings,155 ,7,26,4,,,
29ec1c65-9702-42cf-b1e3-13aff433d746,Saltwater Sportsman,Bonnier Corporation,Print Magazine,Water Sports Magazines,117 ratings,117 ,19,22,4,,,
54d15dd7-700a-4521-910d-cf1b16c93e0e,Diesel World,Engaged Media,Print Magazine,Automotive Magazines,92 ratings,92 ,13,20,3,,,
85acaac6-b14b-4684-a231-98f50627e79a,Love of Quilting,Peak Media,Print Magazine,Lifestyle & Communities Magazines,128 ratings,128 ,10,33,4,,,
10cddf22-e69a-4cd7-96c7-74e14adf26f5,Teatime Magazine,Hoffman Media Inc,Print Magazine,Recipes & Techniques Magazines,446 ratings,446 ,17,30,4,,,
ba6c1d82-1c64-43bd-bd86-e3ee16c8b9e3,American Farmhouse Style,Engaged Media,Print Magazine,Home Decorating Magazines,164 ratings,164 ,13,25,4,,,
72eb4856-e6c2-462f-9d80-8609d65ea54f,Life Extension Magazine,Life Extension Magazine,Print Magazine,Alternative Medicine Magazines,165 ratings,165 ,23,30,4,,,
53e24e34-b164-47c3-af28-319a2b08d5eb,Four Wheeler,Motor Trend,Print Magazine,Automotive Magazines,272 ratings,272 ,11,20,4,,,
119832a9-cd5b-411b-b37d-38acf98df70e,American Bee Journal,Dadant and Sons,Print Magazine,Agricultural Sciences Magazines,217 ratings,217 ,15,31,4,,,
dadf9d1f-7574-41e6-aa23-411b889937b9,Consumer Reports On Health,Consumer Reports,Print Magazine,Alternative Medicine Magazines,125 ratings,125 ,16,30,4,,,
254b7b8f-ba1a-4e90-91cb-0512f6324e4a,Cigar Aficionado,Shanken Communications,Print Magazine,Men's Interests Magazines,231 ratings,231 ,22,25,4,,,
3fbb3136-960f-4576-a243-90ff5b8b1a99,Faces,Cricket Media,Print Magazine,Teen Magazines,72 ratings,72 ,13,14,3,,,
1f306746-4a7c-4386-a5b6-cfb7360411a8,HGTV Magazine,Hearst Magazines,Print Magazine,Luxury Homes Magazines,115 ratings,115 ,16,22,4,,,
22d7dccf-e4ec-4172-9d93-00c22420e5be,Mountain Bike Action,Hi-Torque Publications,Print Magazine,Cycling Magazines,151 ratings,151 ,22,17,4,,,
c3cb58a6-157c-47f6-8311-3c240127abba,Woodsmith,Active Interest Media,Print Magazine,Woodworking Magazines,212 ratings,212 ,21,21,4,,,
732a3f67-e70a-4a5d-8c16-172dd01eb7e9,Air & Space,Smithsonian,Print Magazine,Science & Nature Technology Magazines,217 ratings,217 ,11,37,4,,,
90158290-6747-4833-900b-35e8a2b4f6c5,Men's Health,Hearst Magazines,Print Magazine,Men's Health & Fitness Magazines,"5,237 ratings","5,237 ",16,32,6,,,
3bf7428f-3131-4b5e-88a4-2efbf3a3b3d3,World War II History,Sovereign Media,Print Magazine,History Trade Journals,158 ratings,158 ,15,22,4,,,
e625ae10-1513-42e6-bc8e-488bf56ef631,Garden & Gun,Allee Group Llc,Print Magazine,NA,352 ratings,352 ,15,2,4,,,
8d2ad950-326f-41e4-b6aa-7f16738d0e00,Ranger Rick Cub,National Wildlife Federation,Print Magazine,Children's Magazines,34 ratings,34 ,28,20,3,,,
2bc79fc6-e540-44e9-abcd-b74355556202,Arizona Highways Magazine,Arizona Highways,Print Magazine,Europe Travel Magazines,193 ratings,193 ,16,23,4,,,
7304a72d-5f34-462a-91ad-09b1963045ce,Food Network Magazine,Hearst Magazines,Print Magazine,Recipes & Techniques Magazines,"8,806 ratings","8,806 ",16,30,6,,,
9585ec38-3986-4ace-b6ed-83d7cb27bbd5,Diabetes Self-Management,Madavor Media Llc,Print Magazine,"Cooking, Food & Wine Magazines",156 ratings,156 ,17,30,4,,,
929e3aff-513d-4326-81d8-8120219d361c,The Week Junior - 3 Month Auto Renew,Week Publications Inc,Print Magazine,NA,1 rating,1,21,2,1,,,
00d407d6-6e7a-440c-8d09-41a52d921498,Christopher Kimballs Milk Street,Cpk Media,Print Magazine,Recipes & Techniques Magazines,151 ratings,151 ,9,30,4,,,
6019c865-cf14-400b-9d39-16b3eaed7f3b,Food & Wine,Meredith Corporation,Print Magazine,Wine & Spirits (Magazine Subscriptions),118 ratings,118 ,20,39,4,,,
7442b667-de46-4965-88e1-8bea427103d0,Cosmopolitan,Hearst Magazines,Print Magazine,Beauty Magazines,54 ratings,54 ,16,16,3,,,
e082a7fc-46e8-4048-aa4d-a44b71a848c4,Coin World : Monthly Magazine,Amos Hobby Publishing,Print Magazine,Antiques & Collectibles Magazines,98 ratings,98 ,21,33,3,,,
d12c01d2-2415-43e1-94ad-18c509760b13,Cowboys & Indians,Cowboys & Indians,Print Magazine,Western United States Travel,239 ratings,239 ,17,28,4,,,
0fdd0c41-52d2-4cbe-9093-323da8495f1f,Inked,Quadra Media LLC,Print Magazine,Graphic Design Magazines,164 ratings,164 ,16,24,4,,,
fb92153d-f724-4b08-932b-0fd36167cec6,Cuisine at Home,Active Interest Media,Print Magazine,Recipes & Techniques Magazines,206 ratings,206 ,21,30,4,,,
623aa6b6-8c09-498f-b258-ca30d98992a0,RifleShooter,Outdoor Sportsman Group - Integrated Media,Print Magazine,NA,175 ratings,175 ,42,2,4,,,
8075385a-363a-4f94-9a2e-0bce1e1d01e0,Reptiles,I-5 Publishing,Print Magazine,Pets & Animals Magazines,246 ratings,246 ,14,24,4,,,
08ad1521-78ae-4f5f-b582-32e286e211fd,Country Living,Hearst Magazines,Print Magazine,Sustainable Living Magazines,62 ratings,62 ,16,28,3,,,
7c3a7779-6942-4ed8-aec9-6fed38a811f7,Foreign Affairs,Council on Foreign Relations,Print Magazine,Banking Magazines,501 ratings,501 ,28,17,4,,,
ba007c02-46e0-4d84-b798-fefa540e0f01,National Review,National Review,Print Magazine,Ideas & Commentary Magazines,477 ratings,477 ,15,28,4,,,
4329d095-4709-47b6-9140-cf4491feb750,Channel Guide,Ntvb Custom Media Llc,Print Magazine,Movie Magazines,148 ratings,148 ,21,15,4,,,
4e56b2bf-46ce-4a44-8af3-2d71ecad9e60,Petersen's Bowhunting,Outdoor Sportsman Group - Integrated Media,Print Magazine,Hunting & Firearms Magazines,204 ratings,204 ,42,28,4,,,
ac98a5d5-f2b1-48ea-8ee3-cf5ee758237e,Dogster,Belvoir Publs Inc,Print Magazine,Pets & Animals Magazines,299 ratings,299 ,17,24,4,,,
7bedb1db-161f-420b-9445-ef96d31eb274,Newsmax,Newsmax,Print Magazine,Ideas & Commentary Magazines,184 ratings,184 ,7,28,4,,,
7fb1281e-f0fd-4051-b3d2-d0afdc497350,Games World of Puzzles,Kappa Publishing Group,Print Magazine,Puzzles & Games Magazines,134 ratings,134 ,22,25,4,,,
4cde3e85-5e9a-411e-a938-196759d2fe21,Wine Spectator,Shanken Communications,Print Magazine,Wine & Spirits (Magazine Subscriptions),125 ratings,125 ,22,39,4,,,
460e44ec-3a9a-497a-8042-57d3062b1f63,Wild West,History Net,Print Magazine,Western United States Travel,76 ratings,76 ,11,28,3,,,
f0c44823-22a3-4645-993e-e7ba3537c24e,Yachting,Bonnier Corporation,Print Magazine,Water Sports Magazines,146 ratings,146 ,19,22,4,,,
67e9ef90-6c9a-4873-929d-991e5611260c,Guideposts,Guideposts,Print Magazine,Hinduism Magazines,411 ratings,411 ,10,18,4,,,
8d079df4-fd65-4d84-b9f2-e7a578ec3ed6,McCall's Quilting,Peak Media,Print Magazine,NA,139 ratings,139 ,10,2,4,,,
e30b4006-6646-40fb-aaab-fa05f7c140cf,Harper's Magazine,Harper's Magazine,Print Magazine,Ideas & Commentary Magazines,153 ratings,153 ,17,28,4,,,
4d8b53ab-f776-49d5-aa4d-7f1be1baaeb7,House and Home - Canada,Canadian Home Publishers,Print Magazine,Farming Magazines,69 ratings,69 ,24,17,3,,,
6889dfa7-8126-4eca-ba51-b55424cf001d,Fantasy & Science Fiction (print edition),Spilogale Inc,Print Magazine,Science Fiction Magazines,408 ratings,408 ,13,25,4,,,
8e985ead-41e4-4c15-ac58-fd654b657494,Sky & Telescope,The American Astronomical Society,Print Magazine,Astronomy Magazines,194 ratings,194 ,33,19,4,,,
9b6ea962-4398-40f4-8697-0073676b761a,Southern Home,Hoffman Media Inc,Print Magazine,Home Decorating Magazines,38 ratings,38 ,17,25,3,,,
9a2917ac-0106-493c-880d-808207db186c,Slam,Slam Media Inc,Print Magazine,Basketball Magazines,113 ratings,113 ,14,20,4,,,
4264480f-e8dc-4fec-b128-a86a184f8578,Catster,Belvoir Publs Inc,Print Magazine,Pets & Animals Magazines,313 ratings,313 ,17,24,4,,,
3e1ab681-16bd-441b-8a32-e14e9f82a1c4,Classic Motorsports,"Motorsport Marketing, Inc.",Print Magazine,Motorcycle Magazines,62 ratings,62 ,26,20,3,,,
b5547ed6-9e2b-4f0b-b71c-1ddf15fa2288,Handloader Magazine,Wolfe Publ Co,Print Magazine,Antiques & Collectibles Magazines,139 ratings,139 ,13,33,4,,,
29e382a4-3b56-4bbd-8f3c-acccd2185375,Handloader Magazine,Wolfe Publ Co,Print Magazine,NA,0 ratings,0 ,13,2,2,,,
7bbae23e-912c-4e99-baca-d9cb96f651ad,Our State,Mann Media Inc,Print Magazine,Europe Travel Magazines,159 ratings,159 ,14,23,4,,,
f5755854-6209-4888-acab-c14b39f91e4f,The Week - Us ed - Ny,Week Publications Inc,Print Magazine,Ideas & Commentary Magazines,496 ratings,496 ,21,28,4,,,
6aa3a6d5-f5d6-4ef4-b5da-5d8d5b300229,History Magazine,Moorshead Magazines Ltd,Print Magazine,Science & Nature Essays & Commentary Magazines,66 ratings,66 ,23,46,3,,,
830b3e79-f7f3-4e04-a2b2-d7f47ccb0cfc,Zoodinos,National Wildlife Federation,Print Magazine,Pets & Animals Magazines,45 ratings,45 ,28,24,3,,,
a18853b2-2644-4b2b-92d2-4ee7abc355f6,Tropical Fish Hobbyist,Tfh Publications Inc,Print Magazine,Pets & Animals Magazines,115 ratings,115 ,20,24,4,,,
2055f3bb-35de-4e9f-9caf-66d1127820a9,American Survival Guide,Engaged Media,Print Magazine,NA,189 ratings,189 ,13,2,4,,,
aa9331fd-9d5a-4eab-bfc7-aa61f0c69ccf,Family Tree Magazine,"Yankee Publishing, Inc.",Print Magazine,Education Magazines,275 ratings,275 ,23,19,4,,,
8d1e10ac-2157-4665-bc7f-984c771eb5dd,Spirituality & Health,Spirituality & Health Media,Print Magazine,Religion & Spirituality Magazines,127 ratings,127 ,27,33,4,,,
760f193c-598f-4973-8fab-228ba9a9e2cd,Click,Cricket Media,Print Magazine,Children's Magazines,82 ratings,82 ,13,20,3,,,
9286bb5b-5b1e-4d31-89cc-bdf9fe90a7e7,Fine Cooking,Meredith Corporation,Print Magazine,"Cooking, Food & Wine Magazines",152 ratings,152 ,20,30,4,,,
854260ab-3133-4e09-a833-b6c86b54f392,Afar,Afar Media,Print Magazine,Europe Travel Magazines,43 ratings,43 ,10,23,3,,,
db6040d7-8e44-4fa7-aea1-1bcea8743755,Hot Rod,Motor Trend,Print Magazine,Automotive Magazines,609 ratings,609 ,11,20,4,,,
52bb523d-2a8d-419c-8c2d-79a2b36bfb8a,Domino Magazine,Multiply Media LLC,Print Magazine,Home Decorating Magazines,69 ratings,69 ,18,25,3,,,
ac172eb4-a50a-4f12-bbd4-39692f585176,Id : Ideas & Discoveries,Bauer Publishing,Print Magazine,Earth Sciences Magazines,224 ratings,224 ,16,24,4,,,
e2fb1a8d-86db-4462-a3d9-254b51652996,Backwoods Home Magazine,Self Reliance Publications Llc,Print Magazine,NA,657 ratings,657 ,30,2,4,,,
6b34a591-f0bd-41fb-be2a-12f373dc840a,The Absolute Sound,"Absolute Multimedia, Inc.",Print Magazine,Electronics Magazines,83 ratings,83 ,25,21,3,,,
e0c0865c-b2b2-475d-8fb4-eaa66197d061,J-14,A360 Media Llc,Print Magazine,Teen Magazines,225 ratings,225 ,14,14,4,,,
f2b9ef1a-4783-4ec1-9f16-6352bf724fec,Country Sampler,Annies Publishing,Print Magazine,Farming Magazines,356 ratings,356 ,17,17,4,,,
14994e17-9f0d-4d3e-9380-55eae602dbf1,Highlights High Five Bilingue,Highlights for Children,Print Magazine,Magazines for Ages 4-8,75 ratings,75 ,23,22,3,,,
3a75badb-379b-48b0-9c14-e11fa694054d,Tennis Magazine,Miller Sports Group,Print Magazine,Racket Sports Magazines,65 ratings,65 ,19,23,3,,,
df7cec17-5faf-40ec-82bb-91dd483e4842,Jewelry Artist : Lapidary Journal Jewelry Artist,Peak Media,Print Magazine,NA,186 ratings,186 ,10,2,4,,,
304b6305-e32b-49dd-ac56-12e507cbbbbc,Bake from Scratch,Hoffman Media Inc,Print Magazine,Recipes & Techniques Magazines,251 ratings,251 ,17,30,4,,,
04950b76-e085-42b0-9db4-056e2a70127a,Robb Report [Print + Kindle],Robb Report Media LLC,Print Magazine,Europe Travel Magazines,77 ratings,77 ,21,23,3,,,
a1e5b334-8320-49a0-9a44-3f17fc4951de,Guideposts - Large Print ed,Guideposts,Print Magazine,NA,70 ratings,70 ,10,2,3,,,
1b1c8f33-5153-4752-af82-2c84165f7baa,Boston Magazine,Boston Magazine,Print Magazine,Northeastern United States Travel,48 ratings,48 ,15,33,3,,,
639d866b-de4c-44fb-8e39-f810f3019383,NewBeauty: The World's Most Unique Beauty Magazine,Sandow Media Corporation,Print Magazine,Beauty Magazines,299 ratings,299 ,24,16,4,,,
b3ecdaef-bf55-415e-ac7e-e76b5c687a5d,Experience Life,Life Time,Print Magazine,Psychology & Counseling Magazines,277 ratings,277 ,9,33,4,,,
66a12391-127e-49bb-9ac8-4756e1d2e2f2,Corvette Magazine,Ross Periodicals Inc,Print Magazine,Motorcycle Magazines,171 ratings,171 ,20,20,4,,,
64fbc838-2cb5-497f-8770-f21e8d02bb99,Early American Life,Firelands Media Group,Print Magazine,Home Decorating Magazines,60 ratings,60 ,21,25,3,,,
2a8b01ae-6522-4d96-b552-da4edcc09527,Science News,Soc for Science & the Public,Print Magazine,Science & Nature Technology Magazines,579 ratings,579 ,28,37,4,,,
17886e46-44ec-45cd-9ab6-1771d0f604c4,Threads,Taunton Press,Print Magazine,Lifestyle & Communities Magazines,105 ratings,105 ,13,33,4,,,
a7d22034-d5da-49b0-bb65-77a77abbe6c9,Bassmaster,Bassmaster,Print Magazine,Hunting & Firearms Magazines,94 ratings,94 ,10,28,3,,,
a7ca0e11-e560-4abd-9786-d74b21ecde09,Elle D‹¨«cor,Hearst Magazines,Print Magazine,Farming Magazines,"1,410 ratings","1,410 ",16,17,6,,,
59c5d527-5f34-40ac-9f60-64ec9bdc3601,Cruising World,Bonnier Corporation,Print Magazine,Water Sports Magazines,130 ratings,130 ,19,22,4,,,
b3c20c61-7cf7-456a-b28a-006c7d5725bf,Hawaii Magazine,Pacific Basin Communications,Print Magazine,Western United States Travel,39 ratings,39 ,28,28,3,,,
4cbc8f33-7902-42ef-b4f9-0878c30f421c,Hemmings Motor News,Hemmings Motor News,Print Magazine,Truck Magazines,95 ratings,95 ,19,15,3,,,
f3876679-c562-470a-9543-d6f949392fa3,Four Wheeler,Motor Trend,Print Magazine,Automotive Magazines,272 ratings,272 ,11,20,4,,,
8da65bc4-c8f6-4f3a-a4a7-3d2bf50c7c38,Bookmarks,Bookmarks Publishing Llc,Print Magazine,NA,145 ratings,145 ,24,2,4,,,
ce2bf8d7-4a6f-4327-b3d8-1d29a51e13dd,Bookmarks,Bookmarks Publishing Llc,Print Magazine,NA,0 ratings,0 ,24,2,2,,,
f98ae708-925d-4e39-af09-b8b042ca5b22,Western Horseman,Morris Communications Corp.,Print Magazine,Baseball Magazines,158 ratings,158 ,27,18,4,,,
20d96839-294f-486e-9de3-397216860e45,GQ,Conde Nast Publications,Print Magazine,International Business Magazines,44 ratings,44 ,23,32,3,,,
4502655c-8e63-40c3-a31f-7dc4062f62ef,Interweave Knits,Peak Media,Print Magazine,NA,237 ratings,237 ,10,2,4,,,
f15376c3-329f-4136-a761-5f4864dee84b,Mindful,Foundation for a Mindful Soc,Print Magazine,Magazines of Other Practices,162 ratings,162 ,28,28,4,,,
955856d7-8597-4869-a52d-1a564847e365,Chirp,Owlkids,Print Magazine,Teaching Aids Magazines,44 ratings,44 ,7,23,3,,,
58c6af95-b65c-4cd1-8bac-67fe0a65e57c,ESSENCE,Essence Communications,Print Magazine,Lifestyle & Communities Magazines,41 ratings,41 ,22,33,3,,,
32e94900-0857-4962-90a9-95725ab2f148,Numismatic News (1-year),Active Interest Media,Print Magazine,NA,140 ratings,140 ,21,2,4,,,
c54d8d17-a5cc-4932-a5a0-98639cee879d,Hot Rod - 2 Year,Motor Trend,Print Magazine,Automotive Magazines,609 ratings,609 ,11,20,4,,,
038ad155-7408-45f7-b6ee-c281884f276a,Horse Illustrated,Eg Media,Print Magazine,Equestrian Magazines,268 ratings,268 ,8,20,4,,,
f5598124-aab2-485b-8b6a-549c3ad38bed,Country Living - England,National Magazine Company Ltd,Print Magazine,Farming Magazines,105 ratings,105 ,29,17,4,,,
ef236d8f-1454-4c68-b849-bca5aef427a2,Recoil,Caribou Media LLC,Print Magazine,Hunting & Firearms Magazines,503 ratings,503 ,17,28,4,,,
da986cf3-7354-4cf4-977f-550a4fe4f089,Prevention,Hearst Magazines,Print Magazine,Diet & Weight Loss Magazines,"3,160 ratings","3,160 ",16,28,6,,,
6173c9c2-fe91-4a00-83b6-8e88db9c3b49,North American Whitetail,Outdoor Sportsman Group - Integrated Media,Print Magazine,Hunting & Firearms Magazines,105 ratings,105 ,42,28,4,,,
4392b164-cb28-4be0-a945-5a3258e8f09f,Excellence : a Magazine About Porsche Cars,Ross Periodicals Inc,Print Magazine,Truck Magazines,88 ratings,88 ,20,15,3,,,
7828e4c0-6979-4672-bd2e-516560e40f75,Fly Fisherman,Outdoor Sportsman Group - Integrated Media,Print Magazine,Individual Sports Magazines,161 ratings,161 ,42,27,4,,,
897d1ac3-03cc-417d-8418-1b993f43a215,Fly Tyer,Morris Communications Corp.,Print Magazine,Hunting & Firearms Magazines,39 ratings,39 ,27,28,3,,,
9339c8f6-64db-4292-98e3-4a48940836e8,BBC Science Focus,Immediate Media Co/Vineyard Hs,Print Magazine,Astronomy Magazines,164 ratings,164 ,30,19,4,,,
4a19ec01-e377-464f-a4ca-aeb6acf35f97,Atomic Ranch,Engaged Media,Print Magazine,Luxury Homes Magazines,150 ratings,150 ,13,22,4,,,
75f92ca1-d91f-4eb2-825d-06befbe4330e,Bowhunter,Outdoor Sportsman Group - Integrated Media,Print Magazine,Hunting & Firearms Magazines,142 ratings,142 ,42,28,4,,,
41a82a70-c8e0-4288-9085-73be8a1aeabe,Cook's Country,America's Test Kitchen,Print Magazine,Lifestyle & Communities Magazines,10 ratings,10 ,22,33,3,,,
957ac90b-b1f9-476c-8d9f-0fe4efa4054c,Modern Dog,Modern Dog Inc,Print Magazine,Pets & Animals Magazines,61 ratings,61 ,14,24,3,,,
d604616d-557b-406c-af2c-71da8433f569,Florida Sportsman,Outdoor Sportsman Group - Integrated Media,Print Magazine,Hunting & Firearms Magazines,116 ratings,116 ,42,28,4,,,
ac72b198-4dd5-4a1c-82e6-d55c68bec10c,Premier Guitar,Gearhead Communications Llc,Print Magazine,Music Magazines,83 ratings,83 ,27,15,3,,,
8e095628-7fd3-49d7-abb0-3db57f3b4194,Crochet World,Annies Publishing,Print Magazine,NA,324 ratings,324 ,17,2,4,,,
6148a278-abcc-419b-a35d-236bce913d34,Wine Enthusiast,Pro Circ,Print Magazine,Wine & Spirits (Magazine Subscriptions),104 ratings,104 ,8,39,4,,,
be5fa4d3-c4e1-411e-a825-657f83db2a27,People,Meredith Corporation,Print Magazine,Lifestyle & Communities Magazines,16 ratings,16 ,20,33,3,,,
8c954869-3fb7-4223-b496-422a474829a9,Atlanta Homes & Lifestyles,Esteem Media,Print Magazine,Southern United States Travel,59 ratings,59 ,12,29,3,,,
10e7e4fd-d81c-450c-a934-a196f1171fb8,Car and Driver,Hearst,Print Magazine,Automotive Magazines,60 ratings,60 ,6,20,3,,,
c548c19e-13a5-43ec-b19e-de48e184d1b7,Dirt Bike,Hi-Torque Publications,Print Magazine,Motorcycle Magazines,91 ratings,91 ,22,20,3,,,
f4d7be6e-eeb7-4e1f-afaf-dfd93f68cc8c,American History,History Net,Print Magazine,History Trade Journals,40 ratings,40 ,11,22,3,,,
abf066e0-0d64-4d74-a382-23ff68b98e14,Lion‹¨«s Roar,Lion's Roar Foundation,Print Magazine,Hinduism Magazines,115 ratings,115 ,22,18,4,,,
c3f50e98-974f-4d0a-96f2-d55c16ed9126,Philadelphia,Philadelphia Magazine,Print Magazine,Northeastern United States Travel,66 ratings,66 ,21,33,3,,,
57070676-477d-441c-bca8-65adfa90261c,Newsweek - Regular ed,Newsweek,Print Magazine,Ideas & Commentary Magazines,274 ratings,274 ,8,28,4,,,
6252267b-c3da-4997-bac6-a7c8b2456cdf,Street Trucks,Engaged Media,Print Magazine,Truck Magazines,79 ratings,79 ,13,15,3,,,
7d41c81b-4ca8-434b-9ed3-4227eeb2f0ed,Snowtech Magazine,Field Clean Inc,Print Magazine,Baseball Magazines,11 ratings,11 ,15,18,3,,,
8ce931c4-b571-43bb-aea4-185133c8e087,Texas Parks & Wildlife,Texas Parks & Wildlife,Print Magazine,Southern United States Travel,65 ratings,65 ,22,29,3,,,
5ad6c86d-f142-4496-9c06-ced59f2e2ea5,Analog Science Fiction & Fact,Penny Press,Print Magazine,Science Fiction Magazines,438 ratings,438 ,11,25,4,,,
12fbac30-5a23-4fb5-8054-faa538f4b5a9,House Beautiful,Hearst Magazines,Print Magazine,Luxury Homes Magazines,26 ratings,26 ,16,22,3,,,
45079758-4b67-4374-b919-9801a75afc46,Motor Trend,Motor Trend,Print Magazine,Automotive Magazines,"1,375 ratings","1,375 ",11,20,6,,,
03c1cdab-999b-4359-98a2-ae1891fe285b,Otakuusa,Sovereign Media,Print Magazine,Europe Travel Magazines,85 ratings,85 ,15,23,3,,,
19dd616a-6f92-4925-9257-6c32b32f033e,Quilting Arts,Peak Media,Print Magazine,NA,158 ratings,158 ,10,2,4,,,
d047bd0f-1e18-4cb0-a2ed-f99782450809,Wired,Cond‹¨« Nast Publications,Print Magazine,Lifestyle & Communities Magazines,21 ratings,21 ,25,33,3,,,
980b4cbf-25a5-4a52-baba-7249da396447,Sail (2-year),Active Interest Media,Print Magazine,NA,13 ratings,13 ,21,2,3,,,
